energon_total_in_power_mW,energon_cpu_in_power_mW,energon_gpu_in_power_mW,energon_cpu_total_usage_percentage,energon_gpu_total_usage_percentage,energon_ram_used_percentage,timestamp
4236.0,,,6.504065040650408,,10.360244179342832,1699909589.247
4236.0,,,6.504065040650408,,10.360244179342832,1699909589.247
4152.0,,,5.342551854179756,,10.35626174599366,1699909590.249
4152.0,,,5.342551854179756,,10.35626174599366,1699909590.249
4166.0,,,7.648902821316616,,10.33719849920938,1699909591.252
4166.0,,,7.648902821316616,,10.33719849920938,1699909591.252
4167.0,,,6.985525487728128,,10.341305773729372,1699909592.254
4167.0,,,6.985525487728128,,10.341305773729372,1699909592.254
4200.0,,,7.46081504702194,,10.326961523202106,1699909593.257
4200.0,,,7.46081504702194,,10.326961523202106,1699909593.257
4214.0,,,8.040201005025127,,10.32532610386436,1699909594.26
4214.0,,,8.040201005025127,,10.32532610386436,1699909594.26
4472.0,,,11.842105263157896,,10.36090583754818,1699909595.262
4472.0,,,11.842105263157896,,10.36090583754818,1699909595.262
4157.0,,,7.259073842302877,,10.369444973632296,1699909596.265
4157.0,,,7.259073842302877,,10.369444973632296,1699909596.265
4157.0,,,7.259073842302877,,10.369444973632296,1699909597.267
4157.0,,,7.259073842302877,,10.369444973632296,1699909597.267
4192.0,,,5.827067669172936,,10.370655932989257,1699909598.272
4192.0,,,5.827067669172936,,10.370655932989257,1699909598.272
4172.0,,,6.745783885071832,,10.381741828958107,1699909599.274
4172.0,,,6.745783885071832,,10.381741828958107,1699909599.274
4205.0,,,6.092964824120606,,10.376049071568696,1699909600.277
4205.0,,,6.092964824120606,,10.376049071568696,1699909600.277
4197.0,,,10.99937146448774,,10.267861712935716,1699909601.28
4197.0,,,10.99937146448774,,10.267861712935716,1699909601.28
4223.0,,,7.451471509079521,,10.191171781700731,1699909602.282
4223.0,,,7.451471509079521,,10.191171781700731,1699909602.282
4194.0,,,6.5573770491803245,,10.17881250578951,1699909603.285
4194.0,,,6.5573770491803245,,10.17881250578951,1699909603.285
4195.0,,,6.813880126182969,,10.162670542402427,1699909604.287
4195.0,,,6.813880126182969,,10.162670542402427,1699909604.287
4195.0,,,6.813880126182969,,10.162670542402427,1699909605.289
4195.0,,,6.813880126182969,,10.162670542402427,1699909605.289
4188.0,,,7.7938403519798864,,10.298934680352922,1699909606.291
4188.0,,,7.7938403519798864,,10.298934680352922,1699909606.291
4150.0,,,6.4455569461827285,,10.303478898970784,1699909607.294
4150.0,,,6.4455569461827285,,10.303478898970784,1699909607.294
4224.0,,,11.823273179838212,,10.330357203048422,1699909608.297
4224.0,,,11.823273179838212,,10.330357203048422,1699909608.297
4156.0,,,7.65370138017566,,10.358296657078032,1699909609.299
4156.0,,,7.65370138017566,,10.358296657078032,1699909609.299
4149.0,,,9.15934755332497,,10.3811925278065,1699909610.302
4149.0,,,9.15934755332497,,10.3811925278065,1699909610.302
4150.0,,,5.680399500624223,,10.381866670128929,1699909611.305
4150.0,,,5.680399500624223,,10.381866670128929,1699909611.305
4150.0,,,5.680399500624223,,10.381866670128929,1699909612.307
4150.0,,,5.680399500624223,,10.381866670128929,1699909612.307
4166.0,,,6.308557151780136,,10.384051390618286,1699909613.308
4166.0,,,6.308557151780136,,10.384051390618286,1699909613.308
4105.0,,,5.203761755485892,,10.378845513795074,1699909614.311
4105.0,,,5.203761755485892,,10.378845513795074,1699909614.311
4075.0,,,5.856423173803527,,10.382528328334278,1699909615.313
4075.0,,,5.856423173803527,,10.382528328334278,1699909615.313
4040.0,,,7.605279698302958,,10.369420005398132,1699909616.316
4040.0,,,7.605279698302958,,10.369420005398132,1699909616.316
4173.0,,,6.340238543628374,,10.365999357317651,1699909617.319
4173.0,,,6.340238543628374,,10.365999357317651,1699909617.319
4150.0,,,7.151819322459218,,10.372615939371135,1699909618.321
4150.0,,,7.151819322459218,,10.372615939371135,1699909618.321
4165.0,,,6.816760475297057,,10.36562483380519,1699909619.324
4165.0,,,6.816760475297057,,10.36562483380519,1699909619.324
4165.0,,,6.816760475297057,,10.36562483380519,1699909620.326
4165.0,,,6.816760475297057,,10.36562483380519,1699909620.326
4166.0,,,9.987437185929648,,10.375362445129184,1699909621.329
4166.0,,,9.987437185929648,,10.375362445129184,1699909621.329
4187.0,,,5.908233815210561,,10.36922025952482,1699909622.331
4187.0,,,5.908233815210561,,10.36922025952482,1699909622.331
4162.0,,,6.167400881057272,,10.374176454006392,1699909623.334
4162.0,,,6.167400881057272,,10.374176454006392,1699909623.334
4152.0,,,9.357454772301931,,10.379894179629966,1699909624.336
4152.0,,,9.357454772301931,,10.379894179629966,1699909624.336
4159.0,,,6.297229219143574,,10.370481155350106,1699909625.338
4159.0,,,6.297229219143574,,10.370481155350106,1699909625.338
4150.0,,,7.080200501253131,,10.37141746413126,1699909626.341
4150.0,,,7.080200501253131,,10.37141746413126,1699909626.341
4191.0,,,5.302557704304434,,10.360743544026112,1699909627.344
4191.0,,,5.302557704304434,,10.360743544026112,1699909627.344
4159.0,,,6.0112711333750735,,10.36818407780701,1699909628.347
4159.0,,,6.0112711333750735,,10.36818407780701,1699909628.347
4159.0,,,6.0112711333750735,,10.36818407780701,1699909629.349
4159.0,,,6.0112711333750735,,10.36818407780701,1699909629.349
4200.0,,,4.505632040050067,,10.365362667346467,1699909630.351
4200.0,,,4.505632040050067,,10.365362667346467,1699909630.351
4151.0,,,4.1901188242651655,,10.403626486202928,1699909631.354
4151.0,,,4.1901188242651655,,10.403626486202928,1699909631.354
4152.0,,,5.137844611528819,,10.395312064226289,1699909632.357
4152.0,,,5.137844611528819,,10.395312064226289,1699909632.357
4142.0,,,9.67944688874921,,10.412078233467472,1699909633.359
4142.0,,,9.67944688874921,,10.412078233467472,1699909633.359
