energon_total_in_power_mW,energon_cpu_in_power_mW,energon_gpu_in_power_mW,energon_cpu_total_usage_percentage,energon_gpu_total_usage_percentage,energon_ram_used_percentage,timestamp
50000,19968,19968,96.8543046357616,0.0,73.0725878853745,1688528676.191
50000,19968,19968,98.00332778702165,0.0,73.07266451010616,1688528733.305
50000,19968,19968,96.843853820598,0.0,73.06869279484877,1688528707.253
50000,19968,19968,97.67634854771784,0.0,73.06763281939423,1688528679.199
50000,19968,19968,97.17842323651452,0.0,73.07045516367681,1688528654.129
50000,19968,19968,96.60314830157417,0.0,73.07123418178196,1688528685.213
50000,19968,19968,97.49582637729549,0.0,73.0731370292847,1688528687.217
50000,19968,19968,97.10024855012428,0.0,73.07293269666695,1688528736.31
50000,19968,19968,96.6087675765095,0.0,73.07197488752128,1688528712.26
50000,19968,19968,96.3666391412056,0.0,73.07013589396159,1688528708.254
50000,19968,19968,97.43589743589745,0.0,73.07206428304154,1688528690.224
50000,19968,19968,97.58935993349958,0.0,73.07622756012807,1688528673.182
50000,19968,19968,97.34219269102992,0.0,73.07083828733508,1688528724.283
50000,19968,19968,97.17607973421929,0.0,73.0684373790766,1688528698.237
50000,19968,19968,97.43589743589745,0.0,73.07206428304154,1688528690.224
50000,19968,19968,98.00332778702165,0.0,73.07266451010616,1688528733.305
50000,19968,19968,96.50582362728784,0.0,73.07321365401634,1688528665.161
50000,19968,19968,97.34219269102992,0.0,73.07083828733508,1688528724.283
50000,19968,19968,97.5873544093178,0.0,73.06524468192436,1688528683.207
50000,19968,19968,97.58534554537886,0.0,73.07280498878086,1688528722.277
50000,19968,19968,96.849087893864,0.0,73.07272836404921,1688528710.256
50000,19968,19968,98.17427385892115,0.0,73.07482277338107,1688528732.304
50000,19968,19968,97.67634854771784,0.0,73.06763281939423,1688528679.199
50000,19968,19968,98.17427385892115,0.0,73.07482277338107,1688528732.304
50000,19968,19968,95.61258278145696,0.0,73.07228138644788,1688528696.235
50000,19968,19968,97.581317764804,0.0,73.07157899307441,1688528675.188
50000,19968,19968,97.83513738551208,0.0,73.07267728089477,1688528716.268
50000,19968,19968,96.3666391412056,0.0,73.07013589396159,1688528708.254
50000,19968,19968,98.33472106577852,0.0,73.07082551654646,1688528677.193
50000,19968,19968,97.17607973421929,0.0,73.0684373790766,1688528699.24
50000,19968,19968,96.60314830157417,0.0,73.07123418178196,1688528685.213
50000,19968,19968,98.32915622389308,0.0,73.07183440884658,1688528661.149
50000,19968,19968,97.5873544093178,0.0,73.06524468192436,1688528682.204
50000,19968,19968,96.6087675765095,0.0,73.07197488752128,1688528711.257
50000,19968,19968,96.67497921862012,0.0,73.06607478318394,1688528663.155
50000,19968,19968,98.67659222497932,0.0,73.07211536619597,1688528701.242
50000,19968,19968,97.67634854771784,0.0,73.065321306656,1688528653.127
50000,19968,19968,97.581317764804,0.0,73.07157899307441,1688528674.185
50000,19968,19968,97.5873544093178,0.0,73.06524468192436,1688528682.204
50000,19968,19968,96.09634551495016,0.0,73.06828412961329,1688528660.146
50000,19968,19968,97.92703150912106,0.0,73.07689164113573,1688528681.202
50000,19968,19968,97.99833194328608,0.0,73.07184717963518,1688528718.27
50000,19968,19968,97.58935993349958,0.0,73.07622756012807,1688528673.182
50000,19968,19968,98.41534612176814,0.0,73.07129803572501,1688528693.231
50000,19968,19968,96.75,0.0,73.06903760614122,1688528695.233
50000,19968,19968,97.76119402985076,0.0,73.0703019142135,1688528697.236
50000,19968,19968,96.00997506234414,0.0,73.07320088322774,1688528656.135
50000,19968,19968,98.32915622389308,0.0,73.07183440884658,1688528661.149
50000,19968,19968,98.33472106577852,0.0,73.07082551654646,1688528677.193
50000,19968,19968,98.17427385892115,0.0,73.07482277338107,1688528731.302
50000,19968,19968,97.00499168053244,0.0,73.0745673576089,1688528709.255
50000,19968,19968,96.34247714048212,0.0,73.07266451010616,1688528664.158
50000,19968,19968,96.59468438538204,0.0,73.07371171477209,1688528704.249
50000,19968,19968,97.16430358632194,0.0,73.07174501332632,1688528728.295
50000,19968,19968,96.75,0.0,73.06903760614122,1688528694.232
50000,19968,19968,98.67219917012449,0.0,73.06742848677649,1688528720.273
50000,19968,19968,97.59933774834435,0.0,73.06811810936136,1688528652.124
50000,19968,19968,96.9243557772236,0.0,73.06353339625076,1688528729.298
50000,19968,19968,97.67248545303408,0.0,73.07472060707221,1688528684.21
50000,19968,19968,99.16736053288926,0.0,73.06906314771844,1688528714.266
50000,19968,19968,98.67659222497932,0.0,73.07211536619597,1688528701.242
50000,19968,19968,97.83513738551208,0.0,73.07267728089477,1688528716.268
50000,19968,19968,97.17607973421929,0.0,73.0684373790766,1688528698.237
50000,19968,19968,96.76348547717842,0.0,73.07256234379729,1688528668.17
